Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
Public Method,"com.lprevidente.ddd_example.team.infrastructure.TeamController.deleteTeam",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,5,0,5,3,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.team.infrastructure.TeamController.getTeams",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.team.infrastructure.TeamMemberController",5,0,5,0,1,,,,,1,18,18,0,,0,0,,,,3,2,3,3,0,0,0,3,,25,4,21,14,3,0,,5,9,6,3,,1,1,0,50,50,0.00,3
Public Method,"com.lprevidente.ddd_example.team.infrastructure.TeamMemberController.addMember",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,5,0,5,3,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.team.infrastructure.TeamMemberController.getTeamMembers",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.team.infrastructure.TeamMemberController.removeMemberFromTeam",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,5,0,5,3,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Package,"com.lprevidente.ddd_example.user",12,1,10,1,1,,,,,,,,,6,0,4,,1,,21,2,21,,21,0,0,0,,329,48,267,122,134,14,,60,87,63,39,,1,,0,,,0.05,21
Class,"com.lprevidente.ddd_example.user.UserIntegrationTest",0,0,0,0,0,,,,,1,8,8,0,,0,4,,,,0,2,0,0,0,0,0,0,,308,45,249,104,134,14,,42,69,45,39,,0,1,0,0,0,0.06,0
Class,"com.lprevidente.ddd_example.user.UserIntegrationTest.CreateUserTest",14,1,12,1,1,,,,,1,7,7,0,,0,0,,,,8,0,8,8,8,0,0,0,,122,16,98,35,61,8,,16,25,16,16,,1,1,0,0,0,0.08,8
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.CreateUserTest.shouldCreateUserWhenInputIsValid",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,20,2,16,4,12,2,14,3,4,2,3,1,,,0,,,0.13,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.CreateUserTest.shouldReturnBadRequestWhenEmailAlreadyExists",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,15,1,13,5,8,1,11,2,3,2,2,1,,,0,,,0.08,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.CreateUserTest.shouldReturnBadRequestWhenEmailIsBlank",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,13,1,11,4,7,1,9,2,3,2,2,1,,,0,,,0.09,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.CreateUserTest.shouldReturnBadRequestWhenFirstNameIsBlank",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,13,1,11,4,7,1,9,2,3,2,2,1,,,0,,,0.09,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.CreateUserTest.shouldReturnBadRequestWhenJsonIsMalformed",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,10,0,10,3,6,0,7,1,2,1,1,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.CreateUserTest.shouldReturnBadRequestWhenLastNameIsBlank",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,13,1,11,4,7,1,9,2,3,2,2,1,,,0,,,0.09,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.CreateUserTest.shouldReturnBadRequestWhenPasswordIsBlank",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,13,1,11,4,7,1,9,2,3,2,2,1,,,0,,,0.09,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.CreateUserTest.shouldReturnBadRequestWhenPasswordIsTooWeak",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,13,1,11,4,7,1,9,2,3,2,2,1,,,0,,,0.09,1
Class,"com.lprevidente.ddd_example.user.UserIntegrationTest.DeleteUserTest",8,0,7,0,1,,,,,1,5,5,0,,0,0,,,,3,0,3,3,3,0,0,0,,30,4,26,12,10,0,,4,8,4,4,,1,1,0,0,0,0.00,3
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.DeleteUserTest.shouldDeleteUserWhenUserExists",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,11,1,10,3,6,0,7,2,3,1,2,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.DeleteUserTest.shouldReturnBadRequestWhenIdIsInvalid",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,5,0,5,3,1,0,5,1,2,1,1,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.DeleteUserTest.shouldReturnNotFoundWhenDeletingNonExistentUser",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,7,0,7,3,3,0,5,1,2,1,1,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.user.UserIntegrationTest.GetUserByIdTest",7,0,7,0,1,,,,,1,5,5,0,,0,0,,,,3,0,3,3,3,0,0,0,,28,3,25,12,9,0,,3,7,4,3,,1,1,0,0,0,0.00,3
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.GetUserByIdTest.shouldReturnBadRequestWhenIdIsInvalid",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,5,0,5,3,1,0,5,1,2,1,1,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.GetUserByIdTest.shouldReturnNotFoundWhenUserDoesNotExist",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,7,0,7,3,3,0,5,1,2,1,1,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.GetUserByIdTest.shouldReturnUserWhenUserExists",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,9,0,9,3,5,0,7,1,2,1,1,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.user.UserIntegrationTest.GetUsersTest",10,0,10,0,1,,,,,1,5,5,0,,0,0,,,,1,0,1,1,1,0,0,0,,15,1,14,6,6,0,,1,3,2,1,,1,1,0,0,0,0.00,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.GetUsersTest.shouldReturnAllUsers",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,10,0,10,3,6,0,10,1,2,1,1,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.user.UserIntegrationTest.UpdateUserTest",14,1,12,1,1,,,,,1,8,8,0,,0,0,,,,6,0,6,6,6,0,0,0,,91,12,73,27,44,6,,12,19,12,11,,1,1,0,0,0,0.08,6
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.UpdateUserTest.shouldReturnBadRequestWhenFirstNameIsBlank",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,13,1,11,4,7,1,9,2,3,2,2,1,,,0,,,0.09,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.UpdateUserTest.shouldReturnBadRequestWhenIdIsNull",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,11,1,9,4,5,1,7,2,3,2,1,1,,,0,,,0.11,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.UpdateUserTest.shouldReturnBadRequestWhenJsonIsMalformed",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,10,0,10,3,6,0,7,1,2,1,1,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.UpdateUserTest.shouldReturnBadRequestWhenLastNameIsBlank",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,13,1,11,4,7,1,9,2,3,2,2,1,,,0,,,0.09,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.UpdateUserTest.shouldReturnNotFoundWhenUserDoesNotExist",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,13,1,11,4,7,1,9,2,3,2,2,1,,,0,,,0.09,1
Method,"com.lprevidente.ddd_example.user.UserIntegrationTest.UpdateUserTest.shouldUpdateUserWhenInputIsValid",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,5,21,2,17,5,12,2,13,3,4,2,3,1,,,0,,,0.12,1
Package,"com.lprevidente.ddd_example.user.api",4,0,4,0,1,,,,,,,,,3,0,0,,4,,7,1,7,,4,0,0,3,,60,14,46,36,4,0,,27,33,30,3,,1,,0,,,0.00,4
Public Interface,"com.lprevidente.ddd_example.user.api.UserApi",0,0,0,0,0,,,,,0,5,5,1,,0,0,,,,3,0,3,3,3,0,0,0,,8,3,5,4,0,0,,3,4,4,0,,0,0,0,0,0,0.00,0
Abstract Method,"com.lprevidente.ddd_example.user.api.UserApi.existsById",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Generic Method,"com.lprevidente.ddd_example.user.api.UserApi.findAllById",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Generic Parameter,"com.lprevidente.ddd_example.user.api.UserApi.findAllById.T",0,0,0,0,0,,,,,1,1,1,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Abstract Generic Method,"com.lprevidente.ddd_example.user.api.UserApi.findById",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Generic Parameter,"com.lprevidente.ddd_example.user.api.UserApi.findById.T",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Class,"com.lprevidente.ddd_example.user.api.UserApiImpl",4,0,4,0,1,,,,,2,12,12,0,,0,0,,,,3,1,3,3,0,0,0,3,,21,3,18,10,4,0,,4,8,5,3,,1,1,0,0,0,0.00,4
Public Method,"com.lprevidente.ddd_example.user.api.UserApiImpl.existsById",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,3,1,2,1,1,1,,,0,,,0.00,1
Public Generic Method,"com.lprevidente.ddd_example.user.api.UserApiImpl.findAllById",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,5,0,5,2,2,0,8,1,2,1,1,1,,,0,,,0.00,2
Lambda Method,"com.lprevidente.ddd_example.user.api.UserApiImpl.findAllById.(lambda_expr_1)",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,3,0,0,0,0,1,,,0,,,0.00,1
Generic Parameter,"com.lprevidente.ddd_example.user.api.UserApiImpl.findAllById.T",0,0,0,0,0,,,,,1,1,1,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Public Generic Method,"com.lprevidente.ddd_example.user.api.UserApiImpl.findById",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,4,0,4,2,1,0,3,1,2,1,1,1,,,0,,,0.00,1
Generic Parameter,"com.lprevidente.ddd_example.user.api.UserApiImpl.findById.T",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Public Interface,"com.lprevidente.ddd_example.user.api.UserIdDto",0,0,0,0,0,,,,,0,1,1,1,,0,0,,,,1,0,1,1,1,0,0,0,,4,1,3,2,0,0,,1,2,2,0,,0,0,0,0,0,0.00,0
Abstract Method,"com.lprevidente.ddd_example.user.api.UserIdDto.getId",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Package,"com.lprevidente.ddd_example.user.application",3,0,3,0,1,,,,,,,,,1,0,0,,1,,2,1,2,,0,0,0,2,,25,4,21,14,4,0,,11,14,12,2,,1,,0,,,0.00,3
Public Class,"com.lprevidente.ddd_example.user.application.UserQueryService",4,0,4,0,1,,,,,1,7,7,0,,0,0,,,,2,1,2,2,0,0,0,2,,15,2,13,6,4,0,,3,6,4,2,,1,1,0,0,0,0.00,3
Public Method,"com.lprevidente.ddd_example.user.application.UserQueryService.findAll",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.user.application.UserQueryService.getUserById",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,5,5,0,5,1,3,0,3,1,2,1,1,1,,,0,,,0.00,2
Lambda Method,"com.lprevidente.ddd_example.user.application.UserQueryService.getUserById.(lambda_expr_1)",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,2,0,0,0,0,1,,,0,,,0.00,1
Package,"com.lprevidente.ddd_example.user.application.command",0,0,0,0,1,,,,,,,,,3,0,0,,3,,3,8,3,,0,0,0,3,,31,6,25,25,0,2,,13,16,16,0,,1,,0,,,0.08,3
Public Record,"com.lprevidente.ddd_example.user.application.command.AddUser",0,0,0,0,1,,,,,2,4,4,0,,0,0,,,,1,4,1,5,0,0,0,1,,6,0,6,6,0,0,,0,1,1,0,,1,1,0,100,100,0.00,1
Public Constructor,"com.lprevidente.ddd_example.user.application.command.AddUser",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,1,,,0,,,0.00,1
Public Record,"com.lprevidente.ddd_example.user.application.command.DeleteUser",0,0,0,0,1,,,,,2,4,4,0,,0,0,,,,1,1,1,2,0,0,0,1,,1,0,1,1,0,0,,0,1,1,0,,1,1,0,100,100,0.00,1
Public Constructor,"com.lprevidente.ddd_example.user.application.command.DeleteUser",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,1,,,0,,,0.00,1
Public Record,"com.lprevidente.ddd_example.user.application.command.UpdateUser",0,0,0,0,1,,,,,2,6,6,0,,0,0,,,,1,3,1,4,0,0,0,1,,5,0,5,5,0,1,,0,1,1,0,,1,1,0,100,100,0.20,1
Public Constructor,"com.lprevidente.ddd_example.user.application.command.UpdateUser",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0,0,1,,,0,,,0.00,1
Package,"com.lprevidente.ddd_example.user.application.dto",0,0,0,0,0,,,,,,,,,1,0,0,,1,,3,0,3,,3,0,0,0,,11,4,7,6,0,0,,5,6,6,0,,0,,0,,,0.00,0
Public Interface,"com.lprevidente.ddd_example.user.application.dto.UserInfoDto",0,0,0,0,0,,,,,0,2,2,0,,0,0,,,,3,0,3,3,3,0,0,0,,7,2,5,4,0,0,,3,4,4,0,,0,0,0,0,0,0.00,0
Abstract Method,"com.lprevidente.ddd_example.user.application.dto.UserInfoDto.getFirstName",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"com.lprevidente.ddd_example.user.application.dto.UserInfoDto.getId",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"com.lprevidente.ddd_example.user.application.dto.UserInfoDto.getLastName",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Package,"com.lprevidente.ddd_example.user.application.handler",8,1,6,1,1,,,,,,,,,3,0,0,,3,,3,3,3,,0,0,0,3,,85,16,66,47,17,6,,37,44,36,13,,2,,1,,,0.09,6
Class,"com.lprevidente.ddd_example.user.application.handler.AddUserHandler",18,4,11,4,2,,,,,2,10,10,0,,0,0,,,,1,1,1,1,0,0,0,1,,25,6,16,9,7,4,,7,10,6,7,,2,1,1,0,0,0.25,2
Public Method,"com.lprevidente.ddd_example.user.application.handler.AddUserHandler.handle",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,18,4,11,5,7,4,12,6,8,4,7,2,,,1,,,0.36,2
Class,"com.lprevidente.ddd_example.user.application.handler.DeleteUserHandler",9,0,9,1,1,,,,,2,7,7,0,,0,0,,,,1,1,1,1,0,0,0,1,,16,2,14,8,5,1,,4,6,4,3,,1,1,0,0,0,0.07,2
Public Method,"com.lprevidente.ddd_example.user.application.handler.DeleteUserHandler.handle",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,9,0,9,4,5,1,5,3,4,2,3,1,,,0,,,0.11,2
Lambda Method,"com.lprevidente.ddd_example.user.application.handler.DeleteUserHandler.handle.(lambda_expr_1)",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,3,0,0,0,0,1,,,0,,,0.00,1
Class,"com.lprevidente.ddd_example.user.application.handler.UpdateUserHandler",9,0,9,1,1,,,,,2,7,7,0,,0,0,,,,1,1,1,1,0,0,0,1,,16,2,14,8,5,1,,4,6,4,3,,1,1,0,0,0,0.07,2
Public Method,"com.lprevidente.ddd_example.user.application.handler.UpdateUserHandler.handle",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,9,0,9,4,5,1,7,3,4,2,3,1,,,0,,,0.11,2
Lambda Method,"com.lprevidente.ddd_example.user.application.handler.UpdateUserHandler.handle.(lambda_expr_1)",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,3,0,0,0,0,1,,,0,,,0.00,1
Package,"com.lprevidente.ddd_example.user.domain",4,0,4,0,1,,,,,,,,,5,5,5,,5,,18,8,23,,5,5,1,12,,208,45,141,87,43,27,,73,97,66,36,,1,,0,,,0.19,19
Public Record,"com.lprevidente.ddd_example.user.domain.Email",4,0,4,0,1,,,,,1,3,3,0,,0,0,,,,2,1,2,3,0,0,0,2,,12,2,10,4,3,0,,3,6,3,3,,1,1,0,50,50,0.00,2
Public Constructor,"com.lprevidente.ddd_example.user.domain.Email.Email",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,4,2,3,1,2,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.user.domain.Email.toString",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Final Class,"com.lprevidente.ddd_example.user.domain.Password",4,0,4,0,1,,,,,1,7,7,0,,4,5,,,,5,1,9,9,1,3,1,4,,68,12,43,19,24,16,,19,29,16,17,,1,1,0,67,44,0.37,9
Protected Constructor,"com.lprevidente.ddd_example.user.domain.Password.Password",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,0,2,0,1,1,0,1,1,0,1,1,0,1,,,0,,,1.00,1
Private Constructor,"com.lprevidente.ddd_example.user.domain.Password.Password",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,3,2,3,1,2,1,,,0,,,0.00,1
Public Static Method,"com.lprevidente.ddd_example.user.domain.Password.create",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,4,2,3,1,2,1,,,0,,,0.00,1
Public Static Method,"com.lprevidente.ddd_example.user.domain.Password.fromHashed",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Private Static Method,"com.lprevidente.ddd_example.user.domain.Password.hash",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,3,1,2,1,1,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.user.domain.Password.matches",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,3,2,3,1,2,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.user.domain.Password.toString",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Private Static Method,"com.lprevidente.ddd_example.user.domain.Password.validateStrength",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,7,12,1,11,1,9,0,6,3,4,1,3,1,,,0,,,0.00,1
Method,"com.lprevidente.ddd_example.user.domain.Password.value",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,2,1,1,1,,,0,,,1.00,1
Public Class,"com.lprevidente.ddd_example.user.domain.User",5,1,4,0,1,,,,,1,15,15,0,,1,0,,,,5,5,6,6,0,2,0,4,,69,15,45,27,14,11,,18,25,12,14,,1,1,0,80,53,0.24,6
Private Constructor,"com.lprevidente.ddd_example.user.domain.User.User",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,5,11,3,8,2,5,0,5,5,6,1,5,1,,,0,,,0.00,1
Public Static Method,"com.lprevidente.ddd_example.user.domain.User.create",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,5,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.user.domain.User.equals",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.user.domain.User.hashCode",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Private Method,"com.lprevidente.ddd_example.user.domain.User.setNames",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,6,0,6,1,4,0,4,4,5,1,4,1,,,0,,,0.00,1
Public Method,"com.lprevidente.ddd_example.user.domain.User.updateDetails",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Record,"com.lprevidente.ddd_example.user.domain.UserId",3,0,3,0,1,,,,,3,4,4,0,,0,0,,,,2,1,2,3,0,0,0,2,,10,2,8,3,2,0,,2,5,3,2,,1,1,0,100,100,0.00,2
Public Constructor,"com.lprevidente.ddd_example.user.domain.UserId.UserId",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Constructor,"com.lprevidente.ddd_example.user.domain.UserId.UserId",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,3,1,2,1,1,1,,,0,,,0.00,1
Public Interface,"com.lprevidente.ddd_example.user.domain.Users",0,0,0,0,0,,,,,1,7,7,0,,0,0,,,,4,0,4,4,4,0,0,0,,12,4,8,7,0,0,,4,5,5,0,,0,2,0,0,0,0.00,0
Abstract Method,"com.lprevidente.ddd_example.user.domain.Users.existsByEmail",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Generic Method,"com.lprevidente.ddd_example.user.domain.Users.findAllBy",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Generic Parameter,"com.lprevidente.ddd_example.user.domain.Users.findAllBy.T",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Abstract Generic Method,"com.lprevidente.ddd_example.user.domain.Users.findAllByIdIn",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Generic Parameter,"com.lprevidente.ddd_example.user.domain.Users.findAllByIdIn.T",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Abstract Generic Method,"com.lprevidente.ddd_example.user.domain.Users.findById",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,4,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Generic Parameter,"com.lprevidente.ddd_example.user.domain.Users.findById.T",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Package,"com.lprevidente.ddd_example.user.domain.exception",6,0,6,0,1,,,,,,,,,2,0,0,,2,,3,0,3,,0,0,0,3,,40,7,29,13,11,4,,11,16,13,3,,1,,0,,,0.14,3
Public Class,"com.lprevidente.ddd_example.user.domain.exception.EmailAlreadyInUseException",5,0,5,0,1,,,,,1,3,3,0,,0,0,,,,2,0,2,7,0,0,0,2,,17,2,12,3,6,3,,2,5,3,2,,1,3,0,0,0,0.25,2
Public Constructor,"com.lprevidente.ddd_example.user.domain.exception.EmailAlreadyInUseException.EmailAlreadyInUseException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,7,0,7,1,5,0,3,1,2,1,1,1,,,0,,,0.00,1
Public Constructor,"com.lprevidente.ddd_example.user.domain.exception.EmailAlreadyInUseException.EmailAlreadyInUseException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Class,"com.lprevidente.ddd_example.user.domain.exception.UserNotFoundException",7,0,7,0,1,,,,,1,2,2,0,,0,0,,,,1,0,1,6,0,0,0,1,,11,1,9,2,5,1,,1,3,2,1,,1,3,0,0,0,0.11,1
Public Constructor,"com.lprevidente.ddd_example.user.domain.exception.UserNotFoundException.UserNotFoundException",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,5,7,0,7,1,5,0,4,1,2,1,1,1,,,0,,,0.00,1
Package,"com.lprevidente.ddd_example.user.infrastructure",0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,0.00,0
Package,"com.lprevidente.ddd_example.user.infrastructure.rest",5,0,5,0,1,,,,,,,,,1,0,0,,1,,5,2,5,,0,0,0,5,,50,7,43,32,5,0,,20,26,21,5,,1,,0,,,0.00,5
